ID,类型,类型枚举,子类型,装备部位,名称(简中),名称(繁中),名称(英文),名称(日文),名称(韩文),描述(简中),描述(繁中),描述(英文),简短描述(简中),买价,卖价,积分价,堆叠上限,职业限制,物品标记,技能ID,图标,排序分类,掉落率,Group,NameId,ItemTipId,属性:Str,属性:Dex,属性:Mind,属性:Con,属性:MaxHp,属性:MaxMp,属性:Defense,属性:Stamina,属性:Speed,属性:Move,属性:PhysicalAttack,属性:MagicAttack,属性:FireRes,属性:WaterRes,属性:AirRes,属性:EarthRes,属性:MindRes,属性:IgnoreResist,属性:PhysicalHitRatio,属性:MagicHitRatio,属性:AttackRange,属性:StaminaRatio,属性:MpCostRatio,属性:DodgeRatio,属性:AttackBackRatio,属性:CriticalRatio,属性:StealRatio,属性:ExpRatio,属性:GoldRatio,属性:PhysicalDR,属性:FireDR,属性:WaterDR,属性:AirDR,属性:EarthDR,属性:MindDR,属性:PhysicalRatio,属性:DefenseRatio,属性:AtkDamageRatio,属性:DefDamageRatio,属性:MaxHPRatio,属性:MaxMPRatio
238,道具,Item,ImportantProps,Head,残忍的情书,殘忍的情書,Cruel Love Letter,残酷な恋文,잔인한 러브레터,一封痛彻心扉的拒绝信，能让人瞬间理解什么叫现实，副作用是三天内不想谈恋爱。,一封痛徹心扉的拒絕信，能讓人瞬間理解什麼叫現實，副作用是三天內不想談戀愛。,A heartbreaking rejection letter that instantly teaches you what reality feels like. Side effect: no interest in romance for three days.,一封痛彻心扉的拒绝信，能让人瞬间理解什么叫现实，副作用是三天内不想谈恋爱。,1,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_224",0,0,0,1413,12237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,道具,Item,ImportantProps,Head,剑之魂,劍之魂,Soul of the Sword,剣の魂,검의 혼,最珍贵的东西往往是看不见的,最珍貴的東西往往是看不見的,The most precious things are often unseen.,最珍贵的东西往往是看不见的,1,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_225",0,0,0,1416,12238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,道具,Item,ImportantProps,Head,福音之书,福音之書,Gospel,福音の書,복음의 서,据说读完能获得智慧，但没人能撑过第三页,據說讀完能獲得智慧，但沒人能撐過第三頁,"It is said that reading it grants wisdom, but no one has made it past the third page.",据说读完能获得智慧，但没人能撑过第三页,1,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_226",0,0,0,1418,12239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,道具,Item,ImportantProps,Head,圣水晶,聖水晶,Holy Crystal,聖なる水晶,성스러운 수정,进入命运神殿中枢的钥匙，希望里面不是又一道门#(此道具要放在仓库才能生效),進入命運神殿中樞的鑰匙，希望裡面不是又一道門#(此道具要放在倉庫才能生效),The key to the core of the Temple of Fate—hopefully there isn't just another door inside.#This Item must be placed in the Storage to take effect.,进入命运神殿中枢的钥匙，希望里面不是又一道门#(此道具要放在仓库才能生效),1,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_227",0,0,0,1420,12240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,道具,Item,ImportantProps,Head,求婚戒指,求婚戒指,Engagement ring,プロポーズの指輪,프로포즈 반지,爱情没有保固，戒指也不保证会戴上对方的手。,愛情沒有保固，戒指也不保證會戴上對方的手。,"Love has no warranty, and no ring is promised the hand it was meant for.",爱情没有保固，戒指也不保证会戴上对方的手。,0,0,0,999,,NotSell|NotDrop|NotUse,,"item_4,item_icon_149",0,0,0,2623,12506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,道具,Item,ImportantProps,Head,染血的披风,染血的披風,Bloodstained Cloak,血に染まったマント,피로 물든 망토,<转职道具>染血的披风,<轉職道具>染血的披風,<Promotion Item>Bloodstained Cloak,<转职道具>染血的披风,0,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_239",0,0,0,12459,12449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,道具,Item,ImportantProps,Head,法兰克的日志,法蘭克的日誌,Frank's Journal,フランクの日誌,프란커의 일지,<转职道具>法兰克的日志,<轉職道具>法蘭克的日誌,<Promotion Item>Frank's Journal,<转职道具>法兰克的日志,0,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_235",0,0,0,12460,12450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,道具,Item,ImportantProps,Head,巴格拉姆文档1,巴格拉姆文件1,Bagram Secret Documents I,バグラムの秘密文書1,파크라모의 비밀 문서 1,<重要道具>巴格拉姆的秘密文档1,<重要道具>巴格拉姆的秘密文件1,<Key Item>Bagram Secret Documents I,<重要道具>巴格拉姆的秘密文档1,0,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_234",0,0,0,12461,12451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,道具,Item,ImportantProps,Head,妖精王的研究笔记,妖精王的研究筆記,King of the Elves' Research Notes,エルフ王の研究ノート,요정왕의 연구 노트,<重要道具>妖精王的研究笔记,<重要道具>妖精王的研究筆記,<Key Item>King of the Elves' Research Notes,<重要道具>妖精王的研究笔记,0,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_236",0,0,0,12462,12452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,道具,Item,ImportantProps,Head,擎的戒指,擎的戒指,Qing's Ring,キンの指輪,경의 반지,<转职道具>擎的戒指,<轉職道具>擎的戒指,<Promotion Item>Qing's Ring,<转职道具>擎的戒指,0,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_238",0,0,0,12463,12453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,道具,Item,ImportantProps,Head,仿制的破坏神内核,仿製的破壞神核心,Replica Core of the God of Ruin,複製された破壊神のコア,파괴신 코어의 모조품,<转职道具>仿制的破坏神内核,<轉職道具>仿製的破壞神核心,<Promotion Item>Replica Core of the God of Ruin,<转职道具>仿制的破坏神内核,0,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_241",0,0,0,12464,12454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,道具,Item,ImportantProps,Head,漆黑的羽毛,漆黑的羽毛,Pitch Black Feather,漆黒の羽根,칠흑의 깃털,<转职道具>漆黑的羽毛,<轉職道具>漆黑的羽毛,<Promotion Item>Pitch Black Feather,<转职道具>漆黑的羽毛,0,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_240",0,0,0,12465,12455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,道具,Item,ImportantProps,Head,妖精王的手札,妖精王的手札,King of the Elves' Notes,エルフ王の手記,요정왕의 수첩,<转职道具>妖精王的手札,<轉職道具>妖精王的手札,<Promotion Item>King of the Elves' Notes,<转职道具>妖精王的手札,0,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_236",0,0,0,12467,12457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,道具,Item,ImportantProps,Head,巴格拉姆文档2,巴格拉姆文件2,Bagram Secret Documents II,バグラムの秘密文書2,파크라모의 비밀 문서 2,<重要道具>巴格拉姆的秘密文档2,<重要道具>巴格拉姆的秘密文件2,<Key Item>Bagram Secret Documents II,<重要道具>巴格拉姆的秘密文档2,0,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_234",0,0,0,12468,12458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,道具,Item,ImportantProps,Head,神秘小礼物,神秘小禮物,Mysterious Token,神秘的な贈り物,신비로운 깜짝 선물,神秘商人赠送的小礼物，听说是99999号客人才能获得的激稀有奖品。,神秘商人贈送的小禮物，聽說是99999號客人才能獲得的激稀有獎品。,"A small token bestowed by the mysterious merchant. Rumor has it that this exceedingly rare prize is reserved exclusively for their 99,999th patron.",神秘商人赠送的小礼物，听说是99999号客人才能获得的激稀有奖品。,0,0,0,1,,NotSell|NotDrop|NotUse,,"item_5,item_icon_268",0,0,0,12502,12503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,道具,Item,Item,Head,奥汀徽章,奧汀徽章,The Odin Insignia,オーディンの紋章,오딘의 휘장,一枚神秘徽章，其由来的古老与隐秘，甚至连那位流浪商人也一无所知。唯一的线索，便是其表面镌刻的一行古代符文，隐约显现着……“致未来的你”。,這是一個神秘的徽章，神秘到神秘商人都不知道他的來歷，只知道他上面的古文寫著…給未來的你。,"A enigmatic insignia shrouded in such deep mystery that even the wandering merchant knows nothing of its origins. The only clue lies within the ancient runes carved upon its surface, which faintly read: ""For your future self.""",一枚神秘徽章，其由来的古老与隐秘，甚至连那位流浪商人也一无所知。唯一的线索，便是其表面镌刻的一行古代符文，隐约显现着……“致未来的你”。,0,0,0,999,,NotSell|NotDrop|NotUse,,"item_5,item_icon_269",0,0,0,12504,12505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,道具,Item,Item,Head,力之魂,力之魂,The Soul of Power,力の魂,힘의 혼,攻击力随机增加+3~15#人生就是这样，除非你S/L。,攻擊力隨機增加+3~15#人生就是這樣，除非你S/L。,ATK randomly +3~15#That's life—unless you S/L.,攻击力随机增加+3~15#人生就是这样，除非你S/L。,6000,3000,12,0,,BuffItem,140,"item_5,item_icon_212",0,0,0,19688,19699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,道具,Item,Item,Head,御之魂,禦之魂,The Bastion Soul,御の魂,방어의 혼,防御力随机增加+3~15#人生就是这样，除非你S/L。,防禦力隨機增加+3~15#人生就是這樣，除非你S/L。,DEF randomly +3~15#That's life—unless you S/L.,防御力随机增加+3~15#人生就是这样，除非你S/L。,6000,3000,15,0,,BuffItem,141,"item_5,item_icon_213",0,0,0,19689,19700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,道具,Item,Item,Head,魔之魂,魔之魂,Soul of Sorcery,魔の魂,마력의 혼,魔击力随机增加+3~15#人生就是这样，除非你S/L。,魔擊力隨機增加+3~15#人生就是這樣，除非你S/L。,MATK randomly +3~15#That's life—unless you S/L.,魔击力随机增加+3~15#人生就是这样，除非你S/L。,6000,3000,18,0,,BuffItem,142,"item_5,item_icon_214",0,0,0,19690,19701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,道具,Item,Item,Head,速之魂,速之魂,The Swiftness Soul,速の魂,신속의 혼,敏捷随机增加+3~15#人生就是这样，除非你S/L。,敏捷隨機增加+3~15#人生就是這樣，除非你S/L。,SPD randomly +3~15#That's life—unless you S/L.,敏捷随机增加+3~15#人生就是这样，除非你S/L。,6000,3000,20,0,,BuffItem,143,"item_5,item_icon_215",0,0,0,19691,19702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,道具,Item,Item,Head,土之魂,土之魂,The Terra Soul,土の魂,대지의 혼,土抗性加+3#古老的元素护佑着你，虽然没啥感觉。,土抗性加+3#古老的元素護佑著你，雖然沒啥感覺。,"Earth RES+3#Ancient elements protect you, though you can't really feel it.",土抗性加+3#古老的元素护佑着你，虽然没啥感觉。,6000,3000,2,0,,BuffItem,144,"item_5,item_icon_216",0,0,0,19692,19703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,道具,Item,Item,Head,火之魂,火之魂,The Inferno Soul,火の魂,불의 혼,火抗性加+3#古老的元素护佑着你，虽然没啥感觉。,火抗性加+3#古老的元素護佑著你，雖然沒啥感覺。,"Fire RES+3#Ancient elements protect you, though you can't really feel it.",火抗性加+3#古老的元素护佑着你，虽然没啥感觉。,6000,3000,3,0,,BuffItem,145,"item_5,item_icon_217",0,0,0,19693,19704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,道具,Item,Item,Head,水之魂,水之魂,The Abyssal Tide Soul,水の魂,물의 혼,水抗性加+3#古老的元素护佑着你，虽然没啥感觉。,水抗性加+3#古老的元素護佑著你，雖然沒啥感覺。,"Water RES+3#Ancient elements protect you, though you can't really feel it.",水抗性加+3#古老的元素护佑着你，虽然没啥感觉。,6000,3000,5,0,,BuffItem,146,"item_5,item_icon_218",0,0,0,19694,19705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,道具,Item,Item,Head,风之魂,風之魂,The Tempest Soul,風の魂,바람의 혼,风抗性加+3#古老的元素护佑着你，虽然没啥感觉。,風抗性加+3#古老的元素護佑著你，雖然沒啥感覺。,"Wind RES+3#Ancient elements protect you, though you can't really feel it.",风抗性加+3#古老的元素护佑着你，虽然没啥感觉。,6000,3000,7,0,,BuffItem,147,"item_5,item_icon_219",0,0,0,19695,19706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,道具,Item,Item,Head,灵之魂,靈之魂,The Spirit Soul,霊の魂,영혼의 혼,心灵抗性加+3#古老的元素护佑着你，虽然没啥感觉。,心靈抗性加+3#古老的元素護佑著你，雖然沒啥感覺。,"Mind RES+3#Ancient elements protect you, though you can't really feel it.",心灵抗性加+3#古老的元素护佑着你，虽然没啥感觉。,6000,3000,10,0,,BuffItem,148,"item_5,item_icon_220",0,0,0,19696,19707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,道具,Item,Item,Head,圣之魂,聖之魂,The Divine Soul,聖の魂,성령의 혼,全抗性加+2#就像古老的汤药，喝了感觉会比较好。,全抗性加+2#就像古老的湯藥，喝了感覺會比較好。,All RES+2#Like an ancient elixir—drinking it just feels better.,全抗性加+2#就像古老的汤药，喝了感觉会比较好。,6000,3000,0,0,,BuffItem,149,"item_5,item_icon_212",0,0,0,19697,19708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,道具,Item,Item,Head,霸之魂,霸之魂,The Sovereign Soul,覇の魂,패왕의 혼,攻、防、魔、敏都随机+2~10#吃了它，下一个霸王可能就是你,攻、防、魔、敏都隨機+2~10#吃了它，下一個霸王可能就是你,"ATK/DEF/MATK/SPD randomly +2~10#Eat this, and the next overlord might be you.",攻、防、魔、敏都随机+2~10#吃了它，下一个霸王可能就是你,6000,3000,0,0,,BuffItem,150,"item_5,item_icon_220",0,0,0,19698,19709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
