ID,类型,类型枚举,子类型,装备部位,名称(简中),名称(繁中),名称(英文),名称(日文),名称(韩文),描述(简中),描述(繁中),描述(英文),简短描述(简中),买价,卖价,积分价,堆叠上限,职业限制,物品标记,技能ID,图标,排序分类,掉落率,Group,NameId,ItemTipId,属性:Str,属性:Dex,属性:Mind,属性:Con,属性:MaxHp,属性:MaxMp,属性:Defense,属性:Stamina,属性:Speed,属性:Move,属性:PhysicalAttack,属性:MagicAttack,属性:FireRes,属性:WaterRes,属性:AirRes,属性:EarthRes,属性:MindRes,属性:IgnoreResist,属性:PhysicalHitRatio,属性:MagicHitRatio,属性:AttackRange,属性:StaminaRatio,属性:MpCostRatio,属性:DodgeRatio,属性:AttackBackRatio,属性:CriticalRatio,属性:StealRatio,属性:ExpRatio,属性:GoldRatio,属性:PhysicalDR,属性:FireDR,属性:WaterDR,属性:AirDR,属性:EarthDR,属性:MindDR,属性:PhysicalRatio,属性:DefenseRatio,属性:AtkDamageRatio,属性:DefDamageRatio,属性:MaxHPRatio,属性:MaxMPRatio
93,装备,Equip,Armor,Body,布衣,布衣,Cloth Armor,布の服,천 옷,防御力+4#装备限制:人型,防禦力+4#裝備限制:人型,DEF+4#Humanoid Only,防御力+4#装备限制:人型,80,40,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_2,item_icon_081",0,0,0,477,12092,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,装备,Equip,Armor,Body,袍,袍,Robe,法衣,로브,防御力+6#职业限制:祭司、魔法师,防禦力+6#職業限制:祭司、魔法師,"DEF+6#Class:Priest, Mage",防御力+6#职业限制:祭司、魔法师,100,50,0,999,Priest|PriestMaster|PriestPrincess|Magician|ElfMan|ElfQueen,NotUse,,"item_2,item_icon_082",0,0,0,478,12093,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,装备,Equip,Armor,Body,皮铠,皮鎧,Leather Armor,革の鎧,가죽 갑옷,防御力+8#职业限制:剑士、弓箭手、盗贼、斗士、翼战士、魔剑士,防禦力+8#職業限制:劍士、弓箭手、盜賊、鬥士、翼戰士、魔劍士,"DEF+8#Class:Swordsman, Archer, Thief, Fighter, Winged Warrior, Spellblade",防御力+8#职业限制:剑士、弓箭手、盗贼、斗士、翼战士、魔剑士,180,90,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Thief|Assassin|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|HolyWingAvatar|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_2,item_icon_083",0,0,0,479,12094,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,装备,Equip,Armor,Body,锁子甲,鎖子甲,Chainmail,鎖帷子,사슬 갑옷,防御力+12#职业限制:剑士、弓箭手、盗贼、斗士、翼战士、魔剑士,防禦力+12#職業限制:劍士、弓箭手、盜賊、鬥士、翼戰士、魔劍士,"DEF+12#Class:Swordsman, Archer, Thief, Fighter, Winged Warrior, Spellblade",防御力+12#职业限制:剑士、弓箭手、盗贼、斗士、翼战士、魔剑士,360,180,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Thief|Assassin|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|HolyWingAvatar|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_2,item_icon_084",0,0,0,480,12095,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,装备,Equip,Armor,Body,骑士铠甲,騎士鎧甲,Knight Armor,騎士の鎧,기사 갑옷,防御力+18#职业限制:剑士、斗士、翼战士、魔剑士,防禦力+18#職業限制:劍士、鬥士、翼戰士、魔劍士,"DEF+18#Class:Swordsman, Fighter, Winged Warrior, Spellblade",防御力+18#职业限制:剑士、斗士、翼战士、魔剑士,500,250,0,999,SwordMan|SwordMaster|SwordKing|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|HolyWingAvatar|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_2,item_icon_085",0,0,0,481,12096,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,装备,Equip,Armor,Body,水晶胸铠,水晶胸鎧,Crystal Cuirass,水晶の胸甲,수정 흉갑,防御力+25#职业限制:剑士、斗士、翼战士,防禦力+25#職業限制:劍士、鬥士、翼戰士,"DEF+25#Class:Swordsman, Fighter, Winged Warrior",防御力+25#职业限制:剑士、斗士、翼战士,1600,800,0,999,SwordMan|SwordMaster|SwordKing|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|HolyWingAvatar|BeastSoulOverlord,NotUse,,"item_2,item_icon_086",0,0,0,482,12097,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,装备,Equip,Armor,Body,魔道之袍,魔道之袍,Arcane Robe,魔道のローブ,마도사의 로브,防御力+16／魔击力+4%#职业限制:祭司、魔法师、魔剑士,防禦力+16／魔擊力+4%#職業限制:祭司、魔法師、魔劍士,"DEF+16／MAG ATK+4%#Class:Priest, Mage, Spellblade",防御力+16／魔击力+4%#职业限制:祭司、魔法师、魔剑士,1400,700,0,999,Priest|PriestMaster|PriestPrincess|Magician|ElfMan|MagicSwordMan|DarkSwordMan|ElfQueen|DarkBladePrincess,NotUse,,"item_2,item_icon_087",0,0,0,483,12098,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,装备,Equip,Armor,Body,清心法衣,清心法衣,Purity Robe,清心の法衣,청심 법의,防御力+20#免疫毒#职业限制:祭司、魔法师,防禦力+20#免疫毒#職業限制:祭司、魔法師,"DEF+20#Immune to Poison#Class:Priest, Mage",防御力+20#免疫毒#职业限制:祭司、魔法师,2600,1300,0,999,Priest|PriestMaster|PriestPrincess|Magician|ElfMan|ElfQueen,NotUse,2006,"item_2,item_icon_088",0,0,0,484,12099,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,装备,Equip,Armor,Body,战神铠甲,戰神鎧甲,War God Armor,戦神の鎧,전신 전갑,防御力+40／攻击力+8#职业限制:剑士、弓箭手、斗士、翼战士、魔剑士,防禦力+40／攻擊力+8#職業限制:劍士、弓箭手、鬥士、翼戰士、魔劍士,"DEF+40／ATK+8#Class:Swordsman, Archer, Fighter, Winged Warrior, Spellblade",防御力+40／攻击力+8#职业限制:剑士、弓箭手、斗士、翼战士、魔剑士,4000,2000,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|BowKing|HolyWingAvatar|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_2,item_icon_089",0,0,0,485,12100,0,0,0,0,0,0,40,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,装备,Equip,Armor,Body,皇家铠甲,皇家鎧甲,Royal Armor,王家の鎧,황실 전갑,防御力+29#高价值#职业限制:弓箭手、盗贼、斗士,防禦力+29#高價值#職業限制:弓箭手、盜賊、鬥士,"DEF+29#Valuable#Class:Archer, Thief, Fighter",防御力+29#高价值#职业限制:弓箭手、盗贼、斗士,20000,10000,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Thief|Assassin|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|HolyWingAvatar|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_2,item_icon_090",0,0,0,486,12101,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,装备,Equip,Armor,Body,隐忍黑衣,隱忍黑衣,Shadow Garb,忍びの黒装束,닌자 흑의,防御力+35／敏捷+12#偷物品几率+20%#职业限制:弓箭手、斗士、翼战士,防禦力+35／敏捷+12#偷物品機率+20%#職業限制:弓箭手、鬥士、翼戰士,"DEF+35／Speed+12#Item Steal Rate+20%#Class:Archer, Fighter, Winged Warrior",防御力+35／敏捷+12#偷物品几率+20%#职业限制:弓箭手、斗士、翼战士,2800,1400,0,999,BowMan|BowMaster|Thief|Assassin|WingWarrior|WindWarrior|BowKing|ImperialAssassin|HolyWingAvatar,NotUse,,"item_2,item_icon_091",0,0,0,487,12102,0,0,0,0,0,0,35,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,装备,Equip,Armor,Body,狱炎之铠,獄炎之鎧,Infernal Armor,獄炎の鎧,옥염 갑옷,防御力+54／抗火+20%#职业限制:剑士、弓箭手、盗贼、斗士、翼战士、魔剑士,防禦力+54／抗火+20%#職業限制:劍士、弓箭手、盜賊、鬥士、翼戰士、魔劍士,"DEF+54／Fire RES+20%#Class:Swordsman, Archer, Thief, Fighter, Winged Warrior, Spellblade",防御力+54／抗火+20%#职业限制:剑士、弓箭手、盗贼、斗士、翼战士、魔剑士,6800,3400,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|BowKing|HolyWingAvatar|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_2,item_icon_092",0,0,0,488,12103,0,0,0,0,0,0,54,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,装备,Equip,Armor,Body,白霜之铠,白霜之鎧,Frost Armor,白霜の鎧,서리 갑옷,防御力+52／抗水+20%#职业限制:剑士、弓箭手、盗贼、斗士、翼战士、魔剑士,防禦力+52／抗水+20%#職業限制:劍士、弓箭手、盜賊、鬥士、翼戰士、魔劍士,"DEF+52／Water RES+20%#Class:Swordsman, Archer, Thief, Fighter, Winged Warrior, Spellblade",防御力+52／抗水+20%#职业限制:剑士、弓箭手、盗贼、斗士、翼战士、魔剑士,6000,3000,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Thief|Assassin|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|HolyWingAvatar|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_2,item_icon_093",0,0,0,489,12104,0,0,0,0,0,0,52,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,装备,Equip,Armor,Body,夕雾之袍,夕霧之袍,Duskmist Robe,夕霧の衣,안개의 로브,防御力+30／抗风+20%#职业限制:祭司、魔法师,防禦力+30／抗風+20%#職業限制:祭司、魔法師,"DEF+30／Wind RES+20%#Class:Priest, Mage",防御力+30／抗风+20%#职业限制:祭司、魔法师,6200,3100,0,999,Priest|PriestMaster|PriestPrincess|Magician|ElfMan|ElfQueen,NotUse,,"item_2,item_icon_094",0,0,0,490,12105,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,装备,Equip,Armor,Body,大地之衣,大地之衣,Earth Garb,大地の衣,대지의 옷,防御力+48／抗土+20%#职业限制:祭司、魔法师,防禦力+48／抗土+20%#職業限制:祭司、魔法師,"DEF+48／Earth RES+20%#Class:Priest, Mage",防御力+48／抗土+20%#职业限制:祭司、魔法师,8000,4000,0,999,Priest|PriestMaster|PriestPrincess|Magician|ElfMan|ElfQueen,NotUse,,"item_2,item_icon_095",0,0,0,491,12106,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,装备,Equip,Armor,Body,地龙甲  玄武,地龍甲  玄武,Wyrmplate Xuanwu,地竜甲「玄武」,지룡갑 현무,防御力+68／抗土+15%#职业限制:剑士、弓箭手、斗士、翼战士,防禦力+68／抗土+15%#職業限制:劍士、弓箭手、鬥士、翼戰士,"DEF+68／Earth RES+15%#Class:Swordsman, Archer, Fighter, Winged Warrior",防御力+68／抗土+15%#职业限制:剑士、弓箭手、斗士、翼战士,10000,5000,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|BowKing|HolyWingAvatar|BeastSoulOverlord,NotUse,,"item_2,item_icon_096",0,0,0,492,12107,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,装备,Equip,Armor,Body,法王圣衣,法王聖衣,Hierophant Robe,法王の聖衣,법왕 성의,防御力+74／魔击力+6%#职业限制:祭司、魔法师、魔剑士,防禦力+74／魔擊力+6%#職業限制:祭司、魔法師、魔劍士,"DEF+74／MAG ATK+6%#Class:Priest, Mage, Spellblade",防御力+74／魔击力+6%#职业限制:祭司、魔法师、魔剑士,14000,7000,0,999,Priest|PriestMaster|PriestPrincess|Magician|ElfMan|MagicSwordMan|DarkSwordMan|ElfQueen|DarkBladePrincess,NotUse,,"item_2,item_icon_097",0,0,0,493,12108,0,0,0,0,0,0,74,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,装备,Equip,Armor,Body,苍空之铠,蒼空之鎧,Azure Sky Armor,蒼天の鎧,창공의 갑옷,防御力+70／敏捷+13#移动距离+1#职业限制:剑士、弓箭手、盗贼、斗士、翼战士、魔剑士,防禦力+70／敏捷+13#移動距離+1#職業限制:劍士、弓箭手、盜賊、鬥士、翼戰士、魔劍士,"DEF+70／Speed+13#Move+1#Class:Swordsman, Archer, Thief, Fighter, Winged Warrior, Spellblade",防御力+70／敏捷+13#移动距离+1#职业限制:剑士、弓箭手、盗贼、斗士、翼战士、魔剑士,36000,18000,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Thief|Assassin|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|HolyWingAvatar|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_2,item_icon_098",0,0,0,494,12109,0,0,0,0,0,0,70,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,装备,Equip,Armor,Body,影月圣袍,影月聖袍,Shadowmoon Robe,影月の聖衣,영월 성포,防御力+62／魔击力+15%#职业限制:祭司、魔法师,防禦力+62／魔擊力+15%#職業限制:祭司、魔法師,"DEF+62／MAG ATK+15%#Class:Priest, Mage",防御力+62／魔击力+15%#职业限制:祭司、魔法师,18000,9000,0,999,Priest|PriestMaster|PriestPrincess|Magician|ElfMan|ElfQueen,NotUse,,"item_3,item_icon_099",0,0,0,495,12110,0,0,0,0,0,0,62,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,装备,Equip,Armor,Body,圣帝之铠,聖帝之鎧,Holy Emperor Armor,聖帝の鎧,성제의 갑옷,防御力+81／闪避率+10%#职业限制:剑士、弓箭手、斗士、翼战士,防禦力+81／閃避率+10%#職業限制:劍士、弓箭手、鬥士、翼戰士,"DEF+81／Evasion Rate+10%#Class:Swordsman, Archer, Fighter, Winged Warrior",防御力+81／闪避率+10%#职业限制:剑士、弓箭手、斗士、翼战士,26000,13000,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|BowKing|HolyWingAvatar|BeastSoulOverlord,NotUse,,"item_3,item_icon_100",0,0,0,496,12111,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,装备,Equip,Armor,Body,冥王之铠,冥王之鎧,Nether King Armor,冥王の鎧,명왕의 갑옷,防御力+89／攻击力+10／武器命中率+10%#职业限制:剑士、盗贼、翼战士、魔剑士,防禦力+89／攻擊力+10／武器命中率+10%#職業限制:劍士、盜賊、翼戰士、魔劍士,"DEF+89／ATK+10／WPN ACC+10%#Class:Swordsman, Thief, Winged Warrior, Spellblade",防御力+89／攻击力+10／武器命中率+10%#职业限制:剑士、盗贼、翼战士、魔剑士,32000,16000,0,999,SwordMan|SwordMaster|SwordKing|Thief|Assassin|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|ImperialAssassin|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_3,item_icon_101",0,0,0,497,12112,0,0,0,0,0,0,89,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,装备,Equip,Armor,Body,武神铠,武神鎧,Martial God Armor,武神の鎧,무신의 갑옷,防御力+94／敏捷-10／反击率+10%#职业限制:弓箭手、斗士、翼战士、魔剑士,防禦力+94／敏捷-10／反擊率+10%#職業限制:弓箭手、鬥士、翼戰士、魔劍士,"DEF+94／Speed-10／Counter Rate+10%#Class:Archer, Fighter, Winged Warrior, Spellblade",防御力+94／敏捷-10／反击率+10%#职业限制:弓箭手、斗士、翼战士、魔剑士,48000,24000,0,999,BowMan|BowMaster|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|BowKing|HolyWingAvatar|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_3,item_icon_102",0,0,0,498,12113,0,0,0,0,0,0,94,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,装备,Equip,Armor,Body,暗黑铠  魔狱,暗黑鎧  魔獄,Dreadplate Abyss,暗黒鎧「魔獄」,암흑 갑옷 마옥,防御力+101／攻+20／魔击力+17%#职业限制:魔剑士,防禦力+101／攻+20／魔擊力+17%#職業限制:魔劍士,DEF+101／ATK+20／MAG ATK+17%#Class:Spellblade,防御力+101／攻+20／魔击力+17%#职业限制:魔剑士,80000,40000,0,999,MagicSwordMan|DarkSwordMan|DarkBladePrincess,NotUse,,"item_3,item_icon_103",0,0,0,499,12114,0,0,0,0,0,0,101,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,装备,Equip,Armor,Body,圣护服  天映,聖護服  天映,Aegis Robe Radiance,聖護服「天映」,신성 갑옷 천영,防御力+99／敏捷+18#免疫异常状态#职业限制:剑士,防禦力+99／敏捷+18#免疫異常狀態#職業限制:劍士,DEF+99／Speed+18#Immune to Status Ailments#Class:Swordsman,防御力+99／敏捷+18#免疫异常状态#职业限制:剑士,90000,45000,0,999,SwordMan|SwordMaster|SwordKing,NotUse,2022,"item_3,item_icon_104",0,0,0,500,12115,0,0,0,0,0,0,99,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,装备,Equip,Armor,Body,怨念血衣,怨念血衣,Bloodcurse Garb,怨念の血衣,원한의 혈의,防御力+60#每回合减生命力加魔法力#职业限制:剑士、祭司、魔法师、斗士、魔剑士,防禦力+60#每回合減生命力加魔法力#職業限制:劍士、祭司、魔法師、鬥士、魔劍士,"DEF+60#Loses HP and Restores MP Each Round#Class:Swordsman, Priest, Mage, Fighter, Spellblade",防御力+60#每回合减生命力加魔法力#职业限制:剑士、祭司、魔法师、斗士、魔剑士,8000,4000,0,999,SwordMan|SwordMaster|SwordKing|Priest|PriestMaster|PriestPrincess|Magician|ElfMan|WingWarrior|WindWarrior|MagicSwordMan|DarkSwordMan|ElfQueen|HolyWingAvatar|DarkBladePrincess,NotUse,2001,"item_3,item_icon_105",0,0,0,501,12116,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,装备,Equip,Armor,Body,奥汀特制T恤,奧汀特製T恤,UJ T-Shirt,オーディン特製Tシャツ,오딘 스페셜 티셔츠,防御力+999／攻-999／魔击力-999%#敏捷-999／全抗力+99%#装备限制:人型,防禦力+999／攻-999／魔擊力-999%#敏捷-999／全抗力+99%#裝備限制:人型,DEF+999／ATK-999／MAG ATK-999%#Speed-999／All RES+99%#Humanoid Only,防御力+999／攻-999／魔击力-999%#敏捷-999／全抗力+99%#装备限制:人型,20000,10000,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_3,item_icon_106",0,0,0,502,12117,0,0,0,0,0,0,999,0,-999,0,-999,-999,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,装备,Equip,Armor,Body,女学生服,女學生服,Schoolgirl Uniform,セーラー服,교복,防御力+15#职业限制:祭司#缇娜专属特殊服装，放在仓库中满足条件即可触发特殊事件，之后可在状态界面切换外观。,"防禦力+15#職業限制:祭司#緹娜專屬特殊服裝,放在倉庫中滿足條件就可以觸發特殊事件,之後可以在狀態中切換外觀。","DEF+15#Class:Priest#Tina's exclusive special outfit. Keep it in the storage to trigger a special event when the conditions are met. Afterward, you can change her appearance in the Status menu.",防御力+15#职业限制:祭司#缇娜专属特殊服装，放在仓库中满足条件即可触发特殊事件，之后可在状态界面切换外观。,100,50,1,999,Priest|PriestMaster|PriestPrincess,NotUse,,"item_3,item_icon_107",0,0,0,503,12118,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,装备,Equip,Armor,Body,兔女郎装,兔女郎裝,Bunny Suit,バニーガール衣装,바니걸,防御力+2／攻+1／魔击力+1%／敏捷+1#职业限制:魔法师#雪拉专属特殊服装，放在仓库中满足条件即可触发特殊事件，之后可在状态界面切换外观。,"防禦力+2／攻+1／魔擊力+1%／敏捷+1#職業限制:魔法師#雪拉專屬特殊服裝,放在倉庫中滿足條件就可以觸發特殊事件,之後可以在狀態中切換外觀。","DEF+2／ATK+1／MAG ATK+1%／Speed+1#Class:Mage#Shira's exclusive special outfit. Keep it in the storage to trigger a special event when the conditions are met. Afterward, you can change her appearance in the Status menu.",防御力+2／攻+1／魔击力+1%／敏捷+1#职业限制:魔法师#雪拉专属特殊服装，放在仓库中满足条件即可触发特殊事件，之后可在状态界面切换外观。,100,50,30,999,Magician|ElfMan|ElfQueen,NotUse,,"item_3,item_icon_108",0,0,0,504,12119,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,装备,Equip,Helmet,Head,头巾,頭巾,Headband,頭巾,두건,防御力+2#职业限制:剑士、弓箭手、盗贼、斗士、翼战士,防禦力+2#職業限制:劍士、弓箭手、盜賊、鬥士、翼戰士,"DEF+2#Class:Swordsman, Archer, Thief, Fighter, Winged Warrior",防御力+2#职业限制:剑士、弓箭手、盗贼、斗士、翼战士,100,50,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Thief|Assassin|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|BowKing|ImperialAssassin|HolyWingAvatar|BeastSoulOverlord,NotUse,,"item_3,item_icon_109",0,0,0,505,12120,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,装备,Equip,Helmet,Head,皮帽,皮帽,Leather Cap,皮の帽子,가죽 모자,防御力+4#装备限制:人型,防禦力+4#裝備限制:人型,DEF+4#Humanoid Only,防御力+4#装备限制:人型,160,80,0,999,SwordMan|SwordMaster|SwordKing|BowMan|BowMaster|Priest|PriestMaster|PriestPrincess|Thief|Assassin|Magician|ElfMan|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|BowKing|ImperialAssassin|ElfQueen|HolyWingAvatar|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_3,item_icon_110",0,0,0,506,12121,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,装备,Equip,Helmet,Head,铁护轮,鐵護輪,Iron Headguard,鉄護輪,철호륜,防御力+6#职业限制:剑士、斗士、翼战士,防禦力+6#職業限制:劍士、鬥士、翼戰士,"DEF+6#Class:Swordsman, Fighter, Winged Warrior",防御力+6#职业限制:剑士、斗士、翼战士,300,150,0,999,SwordMan|SwordMaster|SwordKing|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|BowMaster|HolyWingAvatar|BeastSoulOverlord|BowKing,NotUse,,"item_3,item_icon_111",0,0,0,507,12122,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,装备,Equip,Helmet,Head,钢铁头盔,鋼鐵頭盔,Steel Helm,鉄の兜,강철 투구,防御力+10#职业限制:剑士、斗士、翼战士、魔剑士,防禦力+10#職業限制:劍士、鬥士、翼戰士、魔劍士,"DEF+10#Class:Swordsman, Fighter, Winged Warrior, Spellblade",防御力+10#职业限制:剑士、斗士、翼战士、魔剑士,520,260,0,999,SwordMan|SwordMaster|SwordKing|WingWarrior|WindWarrior|BeastWarrior|CrazyWarrior|MagicSwordMan|DarkSwordMan|HolyWingAvatar|BeastSoulOverlord|DarkBladePrincess,NotUse,,"item_3,item_icon_112",0,0,0,508,12123,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
